NUMERO_ED;École doctorale;Sigle de l'ED;NUMERO_DS;DOMAINE_SCIENTIFIQUE;ANNEE;ANNEE_UNIVERSITAIRE;RENTREE;ANNEE_SOUTENANCE;PREMIERS_INSCRITS;PREMIERS_INSCRITS_F;PREMIERS_INSCRITS_H;TOTAL_INSCRITS;TOTAL_INSCRITS_F;TOTAL_INSCRITS_H;NOMBRE_SOUTENANCES;NOMBRE_SOUTENANCES_F;NOMBRE_SOUTENANCES_H;MOINS_DE_40_MOIS;DE_40_A_52_MOIS;DE_52_A_72_MOIS;PLUS_DE_6_ANS;id_paysage_ED
623;École doctorale Savoir, Sciences, Éducation;SSE;7;Sciences de la société;2022;2021-22;2021;2021;4;2;2;16;10;6;6;3;3;0;1;5;0;98lMD
624;École doctorale Sciences des Sociétés;SDS;6;Sciences humaines et humanités;2022;2021-22;2021;2021;24;12;12;153;81;72;30;16;14;3;5;13;9;cGIjW
626;École doctorale de l’Institut Polytechnique de Paris;;4;Chimie;2022;2021-22;2021;2021;11;8;3;41;22;19;12;6;6;8;3;1;0;DL5fO
626;École doctorale de l’Institut Polytechnique de Paris;;6;Sciences humaines et humanités;2022;2021-22;2021;2021;11;6;5;32;16;16;4;1;3;0;2;2;0;DL5fO
626;École doctorale de l’Institut Polytechnique de Paris;;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;68;24;44;311;90;221;80;22;58;38;33;9;0;DL5fO
629;École doctorale Sciences sociales et Humanités;SSH;6;Sciences humaines et humanités;2022;2021-22;2021;2021;28;10;18;136;60;76;14;7;7;0;2;5;7;nnSns
633;École doctorale Cultures, Sociétés, Territoires;CST;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;1;1;0;7;2;5;0;0;0;0;0;0;0;54818
634;École doctorale Sciences, Ingénierie, Environnement;SIE;2;Physique;2022;2021-22;2021;2021;0;0;0;2;0;2;0;0;0;0;0;0;0;TOc8f
634;École doctorale Sciences, Ingénierie, Environnement;SIE;3;Sciences de la terre et de l'univers, espace;2022;2021-22;2021;2021;2;0;2;8;4;4;0;0;0;0;0;0;0;TOc8f
634;École doctorale Sciences, Ingénierie, Environnement;SIE;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;8;3;5;16;6;10;0;0;0;0;0;0;0;TOc8f
635;École doctorale Polytechnique Hauts-de-France;PHF;7;Sciences de la société;2022;2021-22;2021;2021;5;4;1;19;11;8;0;0;0;0;0;0;0;p2m23
635;École doctorale Polytechnique Hauts-de-France;PHF;8;Sciences pour l'ingénieur;2022;2021-22;2021;2021;8;0;8;41;10;31;3;2;1;0;3;0;0;p2m23
6;École doctorale Droit privé;;7;Sciences de la société;2021;2020-21;2020;2020;37;21;16;277;143;134;25;9;16;0;8;6;11;UMnW1
20;École doctorale Civilisations, cultures, littératures et sociétés;;6;Sciences humaines et humanités;2021;2020-21;2020;2020;42;32;10;205;151;54;29;21;8;4;13;10;2;agjNi
22;École doctorale Mondes anciens et médiévaux;;6;Sciences humaines et humanités;2021;2020-21;2020;2020;38;18;20;159;87;72;19;11;8;6;3;6;4;fqCbl
37;École doctorale Sciences physiques pour l'ingénieur et microtechniques;SPIM;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;54;17;37;212;65;147;51;19;32;24;20;6;1;F7G1B
39;École doctorale Mathématiques et Informatique;EDMIB;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;30;11;19;118;27;91;24;6;18;14;7;3;0;TBj2X
47;École doctorale Physique;;3;Sciences de la terre et de l'univers, espace;2021;2020-21;2020;2020;2;0;2;9;2;7;0;0;0;0;0;0;0;8kNpd
47;École doctorale Physique;;8;Sciences pour l'ingénieur;2021;2020-21;2020;2020;1;0;1;9;2;7;1;1;0;1;0;0;0;8kNpd
58;École doctorale Langues, littératures, cultures, civilisations;LLCC;6;Sciences humaines et humanités;2021;2020-21;2020;2020;105;67;38;467;275;192;47;29;18;4;13;14;16;I9ATR
62;École doctorale Sciences de la vie et de la santé;;1;Mathématiques et leurs interactions;2021;2020-21;2020;2020;0;0;0;0;0;0;1;0;1;1;0;0;0;vZzE7
62;École doctorale Sciences de la vie et de la santé;;4;Chimie;2021;2020-21;2020;2020;0;0;0;1;1;0;0;0;0;0;0;0;0;vZzE7
62;École doctorale Sciences de la vie et de la santé;;7;Sciences de la société;2021;2020-21;2020;2020;0;0;0;1;0;1;0;0;0;0;0;0;0;vZzE7
70;École doctorale Sciences pour l'ingénieur;EDSPI;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;1;0;1;41;11;30;16;6;10;5;8;3;0;G413P
71;École doctorale Sciences pour l'ingénieur;;5;Biologie, médecine et santé;2021;2020-21;2020;2020;3;0;3;10;4;6;3;2;1;0;3;0;0;H6UYp
72;École doctorale Sciences pour l'ingénieur;SPI;8;Sciences pour l'ingénieur;2021;2020-21;2020;2020;59;17;42;226;69;157;64;15;49;39;22;3;0;47QPx
77;École doctorale Informatique, automatique, électronique, électrotechnique, mathématiques;IAEM;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;74;14;60;288;71;217;53;13;40;21;25;7;0;TCHTA
84;École doctorale Sciences et technologies de l'information et de la communication;STIC;1;Mathématiques et leurs interactions;2021;2020-21;2020;2020;0;0;0;0;0;0;1;0;1;0;1;0;0;9wS2W
84;École doctorale Sciences et technologies de l'information et de la communication;STIC;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;71;17;54;229;65;164;43;11;32;24;16;3;0;9wS2W
85;École doctorale Sciences de la vie et de la santé;SVS;5;Biologie, médecine et santé;2021;2020-21;2020;2020;49;31;18;178;109;69;52;38;14;16;32;4;0;YdiMF
98;École doctorale Droit-Normandie;EDDN;7;Sciences de la société;2021;2020-21;2020;2020;15;8;7;111;46;65;10;6;4;0;0;1;9;9fYyW
112;École doctorale Archéologie;;6;Sciences humaines et humanités;2021;2020-21;2020;2020;25;16;9;178;113;65;19;9;10;1;1;11;6;EvU7R
122;École doctorale Europe latine - Amérique latine;;7;Sciences de la société;2021;2020-21;2020;2020;3;1;2;41;25;16;2;2;0;0;0;0;2;z9lZY
124;École doctorale Histoire de l'art et archéologie;;6;Sciences humaines et humanités;2021;2020-21;2020;2020;26;18;8;149;105;44;15;8;7;0;3;7;5;MBN4L
129;École doctorale Sciences de l'environnement d'Ile de France;SEIF;3;Sciences de la terre et de l'univers, espace;2021;2020-21;2020;2020;54;22;32;184;90;94;33;16;17;23;10;0;0;TnAPh
129;École doctorale Sciences de l'environnement d'Ile de France;SEIF;4;Chimie;2021;2020-21;2020;2020;0;0;0;2;2;0;0;0;0;0;0;0;0;TnAPh
129;École doctorale Sciences de l'environnement d'Ile de France;SEIF;7;Sciences de la société;2021;2020-21;2020;2020;1;0;1;1;0;1;0;0;0;0;0;0;0;TnAPh
130;École doctorale Informatique, télécommunications et électronique de Paris;EDITE;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;104;23;81;480;102;378;83;16;67;58;24;1;0;O5ysj
139;École doctorale Connaissance, langage, modélisation;CLM;8;Sciences pour l'ingénieur;2021;2020-21;2020;2020;3;0;3;19;3;16;3;1;2;1;2;0;0;1lxGH
158;École doctorale Cerveau, cognition, comportement;3C;5;Biologie, médecine et santé;2021;2020-21;2020;2020;109;64;45;381;212;169;60;33;27;18;39;3;0;Il62F
158;École doctorale Cerveau, cognition, comportement;3C;6;Sciences humaines et humanités;2021;2020-21;2020;2020;2;1;1;10;1;9;0;0;0;0;0;0;0;Il62F
162;École doctorale Mécanique, énergétique, génie civil, acoustique;MEGA;5;Biologie, médecine et santé;2021;2020-21;2020;2020;8;5;3;39;14;25;7;4;3;4;3;0;0;7wCke
166;École doctorale Information, structures et systèmes;I2S;3;Sciences de la terre et de l'univers, espace;2021;2020-21;2020;2020;0;0;0;2;0;2;0;0;0;0;0;0;0;2uO68
166;École doctorale Information, structures et systèmes;I2S;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;32;11;21;94;22;72;26;5;21;15;7;4;0;2uO68
168;École doctorale Sciences chimiques et biologiques pour la santé;SCBS;5;Biologie, médecine et santé;2021;2020-21;2020;2020;116;67;49;425;240;185;90;51;39;40;47;3;0;8cEME
173;École doctorale Sciences de l'univers, de l'environnement et de l'espace;SDU2E;1;Mathématiques et leurs interactions;2021;2020-21;2020;2020;1;0;1;1;0;1;0;0;0;0;0;0;0;R0Z9c
173;École doctorale Sciences de l'univers, de l'environnement et de l'espace;SDU2E;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;3;0;3;3;0;3;0;0;0;0;0;0;0;R0Z9c
173;École doctorale Sciences de l'univers, de l'environnement et de l'espace;SDU2E;10;Sciences agronomiques et écologiques;2021;2020-21;2020;2020;4;1;3;26;12;14;1;1;0;0;1;0;0;R0Z9c
182;École doctorale Physique et chimie-physique;;4;Chimie;2021;2020-21;2020;2020;27;14;13;101;46;55;27;13;14;21;6;0;0;3My6I
182;École doctorale Physique et chimie-physique;;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;0;0;0;1;0;1;0;0;0;0;0;0;0;3My6I
206;École doctorale Chimie : chimie, procédés, environnement;;5;Biologie, médecine et santé;2021;2020-21;2020;2020;0;0;0;1;0;1;0;0;0;0;0;0;0;m0UhD
211;École doctorale Sciences exactes et leurs applications;ED SEA;2;Physique;2021;2020-21;2020;2020;8;2;6;17;7;10;4;2;2;4;0;0;0;1G1iC
216;École doctorale Ingénierie pour la santé, la cognition, l'environnement;EDISCE;1;Mathématiques et leurs interactions;2021;2020-21;2020;2020;2;0;2;6;2;4;3;0;3;2;1;0;0;fPs1t
217;École doctorale Mathématiques, sciences et technologies de l'information, informatique;MSTII;1;Mathématiques et leurs interactions;2021;2020-21;2020;2020;31;9;22;93;19;74;18;4;14;10;8;0;0;Ehx7v
217;École doctorale Mathématiques, sciences et technologies de l'information, informatique;MSTII;10;Sciences agronomiques et écologiques;2021;2020-21;2020;2020;0;0;0;2;0;2;0;0;0;0;0;0;0;Ehx7v
220;École doctorale Électronique, électrotechnique, automatique, traitement du signal;EEATS;1;Mathématiques et leurs interactions;2021;2020-21;2020;2020;4;0;4;9;2;7;2;0;2;0;2;0;0;IxEaw
222;École doctorale Sciences chimiques;EDSC;2;Physique;2021;2020-21;2020;2020;4;3;1;9;4;5;2;1;1;1;1;0;0;AdU8Q
222;École doctorale Sciences chimiques;EDSC;8;Sciences pour l'ingénieur;2021;2020-21;2020;2020;3;0;3;9;3;6;1;0;1;0;1;0;0;AdU8Q
224;École doctorale Cognition, langage, interaction;;8;Sciences pour l'ingénieur;2021;2020-21;2020;2020;4;2;2;14;8;6;1;0;1;1;0;0;0;7v43e
227;École doctorale Sciences de la nature et de l'homme;;2;Physique;2021;2020-21;2020;2020;0;0;0;4;2;2;1;0;1;1;0;0;0;xiDA5
251;École doctorale Sciences de l'environnement;;8;Sciences pour l'ingénieur;2021;2020-21;2020;2020;5;3;2;17;9;8;3;3;0;2;1;0;0;VR28y
269;École doctorale Mathématiques, sciences de l'information et de l'ingénieur;MSII;5;Biologie, médecine et santé;2021;2020-21;2020;2020;1;1;0;8;3;5;0;0;0;0;0;0;0;5E625
269;École doctorale Mathématiques, sciences de l'information et de l'ingénieur;MSII;8;Sciences pour l'ingénieur;2021;2020-21;2020;2020;18;5;13;74;23;51;18;6;12;8;7;3;0;5E625
270;École doctorale Théologie et sciences religieuses;;6;Sciences humaines et humanités;2021;2020-21;2020;2020;10;5;5;96;36;60;15;2;13;3;2;4;6;BRKC1
279;École doctorale Arts plastiques, esthétique et sciences de l'art;APESA;6;Sciences humaines et humanités;2021;2020-21;2020;2020;23;17;6;159;112;47;15;11;4;1;2;5;7;BpW1j
286;École doctorale de l'Ehess;;6;Sciences humaines et humanités;2021;2020-21;2020;2020;80;46;34;469;243;226;65;34;31;6;7;19;33;2S146
305;École doctorale Énergie et environnement;E2;8;Sciences pour l'ingénieur;2021;2020-21;2020;2020;8;1;7;39;11;28;9;4;5;5;3;1;0;Kbt8I
309;École doctorale Systèmes;EDSYS;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;18;3;15;93;16;77;22;10;12;12;10;0;0;8TT4b
326;École doctorale Comportement, langage, éducation, socialisation, cognition;CLESCO;8;Sciences pour l'ingénieur;2021;2020-21;2020;2020;0;0;0;1;0;1;0;0;0;0;0;0;0;nWIlG
328;École doctorale Arts, lettres, langues, philosophie et communication;ALLPH@;6;Sciences humaines et humanités;2021;2020-21;2020;2020;65;35;30;320;201;119;17;8;9;1;2;10;4;xLxMh
361;École doctorale Sciences et Technologies;ED ST;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;28;12;16;143;60;83;19;8;11;7;10;2;0;cOUmL
370;École doctorale Lettres, sciences humaines et sociales;LSHS;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;0;0;0;0;0;0;1;1;0;0;1;0;0;xAXXx
377;École doctorale Environnement et société;;4;Chimie;2021;2020-21;2020;2020;2;0;2;7;1;6;0;0;0;0;0;0;0;ZMG5u
386;École doctorale Sciences mathématiques de Paris centre;SMPC;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;0;0;0;1;0;1;0;0;0;0;0;0;0;wMj98
393;École doctorale Pierre Louis de Santé Publique : Épidémiologie et Sciences de l'information biomédicale;PLSP;5;Biologie, médecine et santé;2021;2020-21;2020;2020;60;31;29;227;124;103;55;32;23;26;21;4;4;69445
432;École doctorale Sciences des métiers de l'ingénieur;SMI;1;Mathématiques et leurs interactions;2021;2020-21;2020;2020;0;0;0;7;2;5;1;0;1;1;0;0;0;nSsHB
432;École doctorale Sciences des métiers de l'ingénieur;SMI;2;Physique;2021;2020-21;2020;2020;1;0;1;1;0;1;0;0;0;0;0;0;0;nSsHB
432;École doctorale Sciences des métiers de l'ingénieur;SMI;8;Sciences pour l'ingénieur;2021;2020-21;2020;2020;105;32;73;362;113;249;77;20;57;47;26;4;0;nSsHB
433;École doctorale Concepts et langages;;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;7;3;4;56;31;25;5;4;1;0;2;1;2;v8q34
434;École doctorale Géographie de Paris - Espaces, sociétés, aménagement;EDGP;6;Sciences humaines et humanités;2021;2020-21;2020;2020;30;17;13;247;148;99;30;19;11;5;7;11;7;1FmLX
454;École doctorale Sciences de l'homme, du politique et du territoire;SHPT;7;Sciences de la société;2021;2020-21;2020;2020;19;14;5;82;48;34;13;9;4;0;1;7;5;Opv31
460;École doctorale Sciences juridiques;SJ;6;Sciences humaines et humanités;2021;2020-21;2020;2020;15;9;6;16;10;6;0;0;0;0;0;0;0;ZB5I5
461;École doctorale Droit et science politique;;7;Sciences de la société;2021;2020-21;2020;2020;44;20;24;251;121;130;28;20;8;2;6;9;11;QGArN
463;École doctorale Sciences du mouvement humain;SMH;6;Sciences humaines et humanités;2021;2020-21;2020;2020;5;4;1;17;11;6;3;2;1;2;0;1;0;UbtlY
463;École doctorale Sciences du mouvement humain;SMH;8;Sciences pour l'ingénieur;2021;2020-21;2020;2020;10;2;8;41;16;25;10;4;6;1;6;2;1;UbtlY
467;École doctorale Aéronautique, astronautique;AA;4;Chimie;2021;2020-21;2020;2020;0;0;0;1;0;1;1;1;0;1;0;0;0;U7l45
467;École doctorale Aéronautique, astronautique;AA;5;Biologie, médecine et santé;2021;2020-21;2020;2020;2;0;2;5;0;5;0;0;0;0;0;0;0;U7l45
467;École doctorale Aéronautique, astronautique;AA;7;Sciences de la société;2021;2020-21;2020;2020;0;0;0;6;4;2;0;0;0;0;0;0;0;U7l45
469;École doctorale du Pacifique;EDP;10;Sciences agronomiques et écologiques;2021;2020-21;2020;2020;1;1;0;17;11;6;2;1;1;0;2;0;0;t9Z2n
476;École doctorale Neurosciences et cognition;NSCO;6;Sciences humaines et humanités;2021;2020-21;2020;2020;3;2;1;23;15;8;4;2;2;3;0;0;1;B1H0x
481;École doctorale Sciences sociales et humanités;SSH;7;Sciences de la société;2021;2020-21;2020;2020;32;14;18;168;79;89;20;11;9;2;4;6;8;E3z5j
487;École doctorale Philosophie;PHCR;6;Sciences humaines et humanités;2021;2020-21;2020;2020;28;9;19;148;68;80;18;6;12;3;8;5;2;3BRzJ
489;École doctorale Sciences et ingénierie des systèmes, de l'environnement et des organisations;SISEO;3;Sciences de la terre et de l'univers, espace;2021;2020-21;2020;2020;2;2;0;9;6;3;2;1;1;1;0;1;0;6pT77
489;École doctorale Sciences et ingénierie des systèmes, de l'environnement et des organisations;SISEO;4;Chimie;2021;2020-21;2020;2020;0;0;0;10;6;4;2;2;0;1;1;0;0;6pT77
497;École doctorale Normande de Biologie Intégrative, Santé, Environnement;Ed NBISE;10;Sciences agronomiques et écologiques;2021;2020-21;2020;2020;5;0;5;20;8;12;9;4;5;3;6;0;0;0D9Je
512;École doctorale Informatique et mathématiques;InfoMaths;8;Sciences pour l'ingénieur;2021;2020-21;2020;2020;3;1;2;7;3;4;3;1;2;0;0;0;3;t86bi
528;École doctorale Ville, transports et territoires;VTT;6;Sciences humaines et humanités;2021;2020-21;2020;2020;9;4;5;108;69;39;16;11;5;1;3;3;9;68zCc
541;École doctorale de sciences humaines et sociales de La Réunion;SHS;7;Sciences de la société;2021;2020-21;2020;2020;1;0;1;13;5;8;0;0;0;0;0;0;0;21SpE
542;École doctorale de sciences de La Réunion;STS;3;Sciences de la terre et de l'univers, espace;2021;2020-21;2020;2020;0;0;0;4;2;2;4;2;2;3;1;0;0;2pAql
542;École doctorale de sciences de La Réunion;STS;4;Chimie;2021;2020-21;2020;2020;0;0;0;5;3;2;3;2;1;0;1;2;0;2pAql
545;École doctorale Sociétés, politique et santé publique;SP2;6;Sciences humaines et humanités;2021;2020-21;2020;2020;27;12;15;144;75;69;12;4;8;6;5;1;0;IAKR4
548;École doctorale Mer et Sciences;;2;Physique;2021;2020-21;2020;2020;1;0;1;3;0;3;3;1;2;3;0;0;0;QX0fS
548;École doctorale Mer et Sciences;;5;Biologie, médecine et santé;2021;2020-21;2020;2020;2;1;1;7;5;2;2;1;1;0;2;0;0;QX0fS
548;École doctorale Mer et Sciences;;6;Sciences humaines et humanités;2021;2020-21;2020;2020;3;1;2;9;3;6;1;0;1;0;1;0;0;QX0fS
549;École doctorale Santé, Sciences Biologiques et Chimie du Vivant;SSBCV;6;Sciences humaines et humanités;2021;2020-21;2020;2020;3;3;0;7;6;1;4;2;2;3;1;0;0;B9ggO
549;École doctorale Santé, Sciences Biologiques et Chimie du Vivant;SSBCV;10;Sciences agronomiques et écologiques;2021;2020-21;2020;2020;0;0;0;1;0;1;2;1;1;2;0;0;0;B9ggO
551;École doctorale Mathématiques, Informatique, Physique Théorique et Ingénierie des Systèmes;MIPTIS;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;17;4;13;66;17;49;7;2;5;3;4;0;0;Mpudz
552;École doctorale Énergie - Matériaux - Sciences de la Terre et de l'Univers;EMTSU;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;3;0;3;11;0;11;0;0;0;0;0;0;0;NTZhw
554;École doctorale Environnements - Santé;E-S;3;Sciences de la terre et de l'univers, espace;2021;2020-21;2020;2020;7;3;4;22;9;13;4;1;3;1;3;0;0;ElyFU
555;École doctorale Sciences de l'Homme et de la Société;SHS;7;Sciences de la société;2021;2020-21;2020;2020;28;11;17;138;56;82;12;6;6;1;4;6;1;44G6m
556;École doctorale Homme, Sociétés, Risques, Territoire;HSRT;6;Sciences humaines et humanités;2021;2020-21;2020;2020;14;8;6;119;26;93;26;13;13;3;9;10;4;5QEaX
559;École doctorale Management Panthéon-Sorbonne;;7;Sciences de la société;2021;2020-21;2020;2020;46;21;25;175;86;89;34;19;15;3;13;14;4;4SP7k
561;École doctorale Hématologie, Oncogenèse et Biothérapies;HOB;5;Biologie, médecine et santé;2021;2020-21;2020;2020;50;31;19;219;133;86;37;22;15;12;21;3;1;7Klb2
566;École doctorale Sciences du Sport, de la Motricité et du Mouvement Humain;SMMH;8;Sciences pour l'ingénieur;2021;2020-21;2020;2020;1;0;1;2;1;1;0;0;0;0;0;0;0;3iv8y
567;École doctorale Sciences du Végétal : du gène à l'écosystème;;5;Biologie, médecine et santé;2021;2020-21;2020;2020;12;8;4;52;25;27;13;7;6;4;7;2;0;tuDkA
569;École doctorale Innovation thérapeutique : du fondamental à l'appliqué;;4;Chimie;2021;2020-21;2020;2020;6;3;3;31;14;17;1;0;1;1;0;0;0;jx8ET
571;École doctorale Sciences Chimiques : Molécules, Matériaux, Instrumentation et Biosystemes;2MIB;2;Physique;2021;2020-21;2020;2020;5;1;4;17;5;12;5;2;3;3;2;0;0;zbi37
571;École doctorale Sciences Chimiques : Molécules, Matériaux, Instrumentation et Biosystemes;2MIB;4;Chimie;2021;2020-21;2020;2020;79;35;44;282;143;139;46;21;25;31;12;3;0;zbi37
573;École doctorale Interfaces : Approches Interdisciplinaires, Fondements, Applications et Innovation;ED INTERFACES;1;Mathématiques et leurs interactions;2021;2020-21;2020;2020;9;2;7;21;4;17;2;0;2;2;0;0;0;gG820
573;École doctorale Interfaces : Approches Interdisciplinaires, Fondements, Applications et Innovation;ED INTERFACES;7;Sciences de la société;2021;2020-21;2020;2020;1;1;0;2;2;0;0;0;0;0;0;0;0;gG820
573;École doctorale Interfaces : Approches Interdisciplinaires, Fondements, Applications et Innovation;ED INTERFACES;10;Sciences agronomiques et écologiques;2021;2020-21;2020;2020;0;0;0;1;1;0;0;0;0;0;0;0;0;gG820
574;École doctorale de Mathématiques Hadamard;EDMH;1;Mathématiques et leurs interactions;2021;2020-21;2020;2020;104;25;79;341;61;280;80;16;64;46;33;1;0;4pqal
576;École doctorale Particules, Hadrons, Énergie, Noyau, Instrumentation, Imagerie, Cosmos et Simulation;PHENIICS;4;Chimie;2021;2020-21;2020;2020;2;1;1;9;4;5;1;1;0;1;0;0;0;qC4rf
577;École doctorale Structure et dynamique des systèmes vivants;SDSV;1;Mathématiques et leurs interactions;2021;2020-21;2020;2020;0;0;0;0;0;0;2;1;1;1;1;0;0;4bsxJ
577;École doctorale Structure et dynamique des systèmes vivants;SDSV;5;Biologie, médecine et santé;2021;2020-21;2020;2020;62;36;26;223;132;91;39;22;17;12;25;2;0;4bsxJ
580;École doctorale Sciences et technologies de l'information et de la communication;STIC;1;Mathématiques et leurs interactions;2021;2020-21;2020;2020;2;0;2;10;3;7;1;0;1;1;0;0;0;AzCC0
581;École doctorale Agriculture, alimentation, biologie, environnement, santé;ABIES;1;Mathématiques et leurs interactions;2021;2020-21;2020;2020;0;0;0;4;2;2;1;1;0;1;0;0;0;c1x56
581;École doctorale Agriculture, alimentation, biologie, environnement, santé;ABIES;10;Sciences agronomiques et écologiques;2021;2020-21;2020;2020;24;11;13;95;50;45;31;20;11;21;10;0;0;c1x56
583;École doctorale Risques et Société;;6;Sciences humaines et humanités;2021;2020-21;2020;2020;1;1;0;14;7;7;1;1;0;1;0;0;0;wUBi9
585;École doctorale Sciences, Technologie,  Sante;EDSTS;4;Chimie;2021;2020-21;2020;2020;14;5;9;72;34;38;13;6;7;8;5;0;0;NM3Dl
587;École doctorale Diversites, santé et développement en Amazonie;;3;Sciences de la terre et de l'univers, espace;2021;2020-21;2020;2020;0;0;0;1;1;0;2;2;0;1;1;0;0;V14tj
588;École doctorale Milieu insulaire tropical : dynamiques de développement, sociétés, patrimoine et culture dans l'espace Caraïbes-Amériques;;7;Sciences de la société;2021;2020-21;2020;2020;21;8;13;49;32;17;5;3;2;1;1;2;1;4W5IO
589;École doctorale Milieu insulaire tropical à risques : protection, valorisation , santé et développement;;2;Physique;2021;2020-21;2020;2020;0;0;0;6;1;5;2;0;2;0;1;1;0;2cqi3
589;École doctorale Milieu insulaire tropical à risques : protection, valorisation , santé et développement;;4;Chimie;2021;2020-21;2020;2020;1;1;0;6;3;3;0;0;0;0;0;0;0;2cqi3
589;École doctorale Milieu insulaire tropical à risques : protection, valorisation , santé et développement;;8;Sciences pour l'ingénieur;2021;2020-21;2020;2020;0;0;0;3;0;3;1;0;1;0;1;0;0;2cqi3
589;École doctorale Milieu insulaire tropical à risques : protection, valorisation , santé et développement;;10;Sciences agronomiques et écologiques;2021;2020-21;2020;2020;2;2;0;8;5;3;2;2;0;0;1;0;1;2cqi3
591;École doctorale Physique, Sciences de l'Ingenieur, Materiaux, Énergie;PSIME;3;Sciences de la terre et de l'univers, espace;2021;2020-21;2020;2020;1;1;0;7;2;5;1;0;1;1;0;0;0;Hn5Om
594;École doctorale Sociétés, Espaces, Pratiques, Temps;ED SEPT;7;Sciences de la société;2021;2020-21;2020;2020;10;8;2;54;30;24;10;5;5;1;2;2;5;N85H3
598;École doctorale Sciences de La Mer et du Littoral;SML;8;Sciences pour l'ingénieur;2021;2020-21;2020;2020;6;4;2;19;7;12;6;4;2;2;4;0;0;Smen6
601;École doctorale Mathématiques et Sciences et Technologies de l'information et de la Communication;MathSTIC;2;Physique;2021;2020-21;2020;2020;0;0;0;1;1;0;0;0;0;0;0;0;0;3Ue20
601;École doctorale Mathématiques et Sciences et Technologies de l'information et de la Communication;MathSTIC;3;Sciences de la terre et de l'univers, espace;2021;2020-21;2020;2020;1;1;0;1;1;0;0;0;0;0;0;0;0;3Ue20
601;École doctorale Mathématiques et Sciences et Technologies de l'information et de la Communication;MathSTIC;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;227;51;176;838;212;626;218;51;167;127;73;17;1;3Ue20
604;École doctorale Sociétés, Temps, Territoires;STT;7;Sciences de la société;2021;2020-21;2020;2020;9;5;4;78;41;37;8;3;5;0;2;3;3;SZI5T
605;École doctorale Biologie Santé;ED BS;10;Sciences agronomiques et écologiques;2021;2020-21;2020;2020;3;2;1;3;2;1;0;0;0;0;0;0;0;w8CxU
609;École doctorale Sciences et Ingénierie des Matériaux, Mécanique, Énergétique -;SIMME;2;Physique;2021;2020-21;2020;2020;9;0;9;26;3;23;7;1;6;3;4;0;0;N4Rjy
609;École doctorale Sciences et Ingénierie des Matériaux, Mécanique, Énergétique -;SIMME;5;Biologie, médecine et santé;2021;2020-21;2020;2020;1;0;1;2;0;2;0;0;0;0;0;0;0;N4Rjy
609;École doctorale Sciences et Ingénierie des Matériaux, Mécanique, Énergétique -;SIMME;8;Sciences pour l'ingénieur;2021;2020-21;2020;2020;45;10;35;165;42;123;35;11;24;17;16;2;0;N4Rjy
610;École doctorale Sciences et Ingénierie des Systèmes, Mathématiques, Informatique;SISMI;2;Physique;2021;2020-21;2020;2020;6;3;3;17;5;12;3;1;2;2;1;0;0;dBCUB
610;École doctorale Sciences et Ingénierie des Systèmes, Mathématiques, Informatique;SISMI;9;Sciences et technologies de l'information et de la communication;2021;2020-21;2020;2020;18;3;15;107;24;83;12;5;7;3;7;1;1;dBCUB
611;École doctorale Sciences du Langage, Psychologie, Cognition, Education;SLPCE;6;Sciences humaines et humanités;2021;2020-21;2020;2020;19;13;6;91;53;38;13;8;5;3;2;5;3;z8agK
613;École doctorale Sciences de la Société, Territoires, Sciences Economiques et de Gestion;SSTSEG;6;Sciences humaines et humanités;2021;2020-21;2020;2020;6;3;3;44;23;21;11;3;8;1;4;5;1;6eLRF
617;École doctorale Sciences de la Société : Territoires, Economie et Droit;SSTED;8;Sciences pour l'ingénieur;2021;2020-21;2020;2020;0;0;0;2;1;1;0;0;0;0;0;0;0;Kl9ZX
618;École doctorale EUCLIDE;;1;Mathématiques et leurs interactions;2021;2020-21;2020;2020;4;0;4;8;2;6;0;0;0;0;0;0;0;qveTN
618;École doctorale EUCLIDE;;4;Chimie;2021;2020-21;2020;2020;4;1;3;17;7;10;5;2;3;3;2;0;0;qveTN
