NUMERO_ED;École doctorale;Sigle de l'ED;NUMERO_DS;DOMAINE_SCIENTIFIQUE;ANNEE;ANNEE_UNIVERSITAIRE;RENTREE;ANNEE_SOUTENANCE;PREMIERS_INSCRITS;PREMIERS_INSCRITS_F;PREMIERS_INSCRITS_H;TOTAL_INSCRITS;TOTAL_INSCRITS_F;TOTAL_INSCRITS_H;NOMBRE_SOUTENANCES;NOMBRE_SOUTENANCES_F;NOMBRE_SOUTENANCES_H;MOINS_DE_40_MOIS;DE_40_A_52_MOIS;DE_52_A_72_MOIS;PLUS_DE_6_ANS;id_paysage_ED
397;École doctorale Physique et chimie des matériaux;;2;Physique;2023;2022-23;2022;2022;65;29;36;113;47;66;30;10;20;16;14;0;0;WxSt9
397;École doctorale Physique et chimie des matériaux;;4;Chimie;2023;2022-23;2022;2022;9;4;5;149;72;77;48;26;22;32;15;1;0;WxSt9
398;École doctorale Géosciences, ressources naturelles et environnement;GRNE;2;Physique;2023;2022-23;2022;2022;1;0;1;3;0;3;0;0;0;0;0;0;0;Zi4Zf
398;École doctorale Géosciences, ressources naturelles et environnement;GRNE;3;Sciences de la terre et de l'univers, espace;2023;2022-23;2022;2022;27;13;14;95;41;54;25;9;16;8;16;0;1;Zi4Zf
405;École doctorale Économie, management,mathématiques et physique de Cergy;EM2C;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;15;3;12;55;15;40;9;1;8;5;3;1;0;QbwSB
413;École doctorale Sciences de la terre et de l'environnement;STE;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;1;0;1;1;0;1;0;0;0;0;0;0;0;u9BA9
417;École doctorale Sciences et Ingénierie;S&I;3;Sciences de la terre et de l'univers, espace;2023;2022-23;2022;2022;2;0;2;11;4;7;3;1;2;0;3;0;0;SSBvE
417;École doctorale Sciences et Ingénierie;S&I;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;3;1;2;7;1;6;3;2;1;0;3;0;0;SSBvE
441;École doctorale Histoire de l'art;;6;Sciences humaines et humanités;2023;2022-23;2022;2022;25;18;7;158;115;43;16;14;2;0;1;3;12;d5W3U
446;École doctorale Biologie - Santé;EDBSL;4;Chimie;2023;2022-23;2022;2022;0;0;0;7;3;4;2;1;1;2;0;0;0;4iEUF
446;École doctorale Biologie - Santé;EDBSL;5;Biologie, médecine et santé;2023;2022-23;2022;2022;94;49;45;361;209;152;69;45;24;25;36;7;1;4iEUF
454;École doctorale Sciences de l'homme, du politique et du territoire;SHPT;6;Sciences humaines et humanités;2023;2022-23;2022;2022;33;18;15;191;102;89;27;15;12;1;5;9;12;Opv31
454;École doctorale Sciences de l'homme, du politique et du territoire;SHPT;7;Sciences de la société;2023;2022-23;2022;2022;10;3;7;84;44;40;7;1;6;0;0;2;5;Opv31
459;École doctorale Sciences chimiques Balard;;2;Physique;2023;2022-23;2022;2022;1;1;0;4;3;1;0;0;0;0;0;0;0;YFs2W
465;École doctorale Économie Panthéon Sorbonne;EPS;1;Mathématiques et leurs interactions;2023;2022-23;2022;2022;1;1;0;16;5;11;4;0;4;1;1;1;1;MV68S
465;École doctorale Économie Panthéon Sorbonne;EPS;7;Sciences de la société;2023;2022-23;2022;2022;57;21;36;282;123;159;47;16;31;4;14;25;4;MV68S
467;École doctorale Aéronautique, astronautique;AA;1;Mathématiques et leurs interactions;2023;2022-23;2022;2022;0;0;0;17;3;14;7;0;7;2;4;0;1;U7l45
467;École doctorale Aéronautique, astronautique;AA;3;Sciences de la terre et de l'univers, espace;2023;2022-23;2022;2022;0;0;0;4;1;3;0;0;0;0;0;0;0;U7l45
467;École doctorale Aéronautique, astronautique;AA;4;Chimie;2023;2022-23;2022;2022;0;0;0;1;0;1;0;0;0;0;0;0;0;U7l45
467;École doctorale Aéronautique, astronautique;AA;7;Sciences de la société;2023;2022-23;2022;2022;0;0;0;2;1;1;2;1;1;1;1;0;0;U7l45
467;École doctorale Aéronautique, astronautique;AA;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;0;0;0;20;4;16;7;3;4;4;3;0;0;U7l45
469;École doctorale du Pacifique;EDP;2;Physique;2023;2022-23;2022;2022;0;0;0;1;0;1;0;0;0;0;0;0;0;t9Z2n
469;École doctorale du Pacifique;EDP;7;Sciences de la société;2023;2022-23;2022;2022;5;4;1;17;10;7;4;2;2;1;2;0;1;t9Z2n
469;École doctorale du Pacifique;EDP;10;Sciences agronomiques et écologiques;2023;2022-23;2022;2022;3;2;1;15;9;6;2;1;1;1;0;1;0;t9Z2n
472;École doctorale de l'EPHE;;6;Sciences humaines et humanités;2023;2022-23;2022;2022;80;44;36;481;248;233;68;40;28;6;14;17;31;27zK4
472;École doctorale de l'EPHE;;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;1;1;0;2;1;1;0;0;0;0;0;0;0;27zK4
474;École doctorale Interdisciplinaire européenne frontières du vivant;FDV;1;Mathématiques et leurs interactions;2023;2022-23;2022;2022;0;0;0;5;1;4;1;1;0;1;0;0;0;E727j
474;École doctorale Interdisciplinaire européenne frontières du vivant;FDV;2;Physique;2023;2022-23;2022;2022;1;1;0;1;1;0;1;0;1;1;0;0;0;E727j
474;École doctorale Interdisciplinaire européenne frontières du vivant;FDV;3;Sciences de la terre et de l'univers, espace;2023;2022-23;2022;2022;5;2;3;13;8;5;3;3;0;2;1;0;0;E727j
474;École doctorale Interdisciplinaire européenne frontières du vivant;FDV;5;Biologie, médecine et santé;2023;2022-23;2022;2022;19;7;12;101;50;51;27;12;15;24;3;0;0;E727j
474;École doctorale Interdisciplinaire européenne frontières du vivant;FDV;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;0;0;0;2;1;1;1;0;1;1;0;0;0;E727j
481;École doctorale Sciences sociales et humanités;SSH;6;Sciences humaines et humanités;2023;2022-23;2022;2022;16;12;4;113;65;48;18;7;11;3;3;5;7;E3z5j
482;École doctorale Sciences de la matière;SDM;4;Chimie;2023;2022-23;2022;2022;62;27;35;208;92;116;32;18;14;14;15;3;0;kmeZ4
483;École doctorale Histoire, géographie, aménagement, urbanisme, archéologie, science politique, sociologie, anthropologie;SCSO;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;0;0;0;9;4;5;0;0;0;0;0;0;0;hc6u4
488;École doctorale Sciences, ingénierie, santé;SIS;4;Chimie;2023;2022-23;2022;2022;3;3;0;16;8;8;5;5;0;1;3;1;0;Fy2lK
488;École doctorale Sciences, ingénierie, santé;SIS;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;30;4;26;158;38;120;33;8;25;15;15;2;1;Fy2lK
488;École doctorale Sciences, ingénierie, santé;SIS;10;Sciences agronomiques et écologiques;2023;2022-23;2022;2022;0;0;0;4;2;2;1;0;1;0;1;0;0;Fy2lK
493;École doctorale Erasme;;6;Sciences humaines et humanités;2023;2022-23;2022;2022;16;9;7;89;63;26;11;7;4;0;3;6;2;FPW4T
493;École doctorale Erasme;;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;7;3;4;27;16;11;3;1;2;0;1;0;2;FPW4T
497;École doctorale Normande de Biologie Intégrative, Santé, Environnement;Ed NBISE;3;Sciences de la terre et de l'univers, espace;2023;2022-23;2022;2022;0;0;0;6;2;4;2;0;2;0;1;1;0;0D9Je
497;École doctorale Normande de Biologie Intégrative, Santé, Environnement;Ed NBISE;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;0;0;0;1;0;1;1;0;1;1;0;0;0;0D9Je
497;École doctorale Normande de Biologie Intégrative, Santé, Environnement;Ed NBISE;10;Sciences agronomiques et écologiques;2023;2022-23;2022;2022;8;1;7;34;12;22;11;8;3;3;8;0;0;0D9Je
509;École doctorale Civilisations et sociétés euro-méditerranéennes et comparées;;6;Sciences humaines et humanités;2023;2022-23;2022;2022;10;8;2;45;26;19;4;4;0;1;0;2;1;9tbyG
512;École doctorale Informatique et mathématiques;InfoMaths;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;0;0;0;6;0;6;0;0;0;0;0;0;0;t86bi
512;École doctorale Informatique et mathématiques;InfoMaths;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;55;6;49;216;50;166;47;7;40;36;8;3;0;t86bi
528;École doctorale Ville, transports et territoires;VTT;7;Sciences de la société;2023;2022-23;2022;2022;4;2;2;38;15;23;3;2;1;0;2;0;1;68zCc
531;École doctorale Sciences, ingénierie et environnement;SIE;2;Physique;2023;2022-23;2022;2022;4;2;2;23;8;15;6;1;5;4;2;0;0;b5BYq
537;École doctorale Culture et patrimoine;C&P;6;Sciences humaines et humanités;2023;2022-23;2022;2022;10;6;4;68;28;40;5;3;2;1;0;3;1;GxI4a
540;"École doctorale École transdisciplinaire ""lettres/sciences""";;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;1;0;1;6;3;3;0;0;0;0;0;0;0;tWWw7
542;École doctorale de sciences de La Réunion;STS;1;Mathématiques et leurs interactions;2023;2022-23;2022;2022;1;1;0;3;2;1;1;0;1;0;0;1;0;2pAql
542;École doctorale de sciences de La Réunion;STS;4;Chimie;2023;2022-23;2022;2022;1;1;0;4;2;2;2;1;1;0;2;0;0;2pAql
544;École doctorale Inter-Med : Espaces, temps, cultures;INTER-MED;6;Sciences humaines et humanités;2023;2022-23;2022;2022;15;8;7;91;51;40;12;8;4;3;2;3;4;7VjtD
548;École doctorale Mer et Sciences;;3;Sciences de la terre et de l'univers, espace;2023;2022-23;2022;2022;3;2;1;8;7;1;4;2;2;2;0;2;0;QX0fS
549;École doctorale Santé, Sciences Biologiques et Chimie du Vivant;SSBCV;4;Chimie;2023;2022-23;2022;2022;11;6;5;43;20;23;14;6;8;7;7;0;0;B9ggO
549;École doctorale Santé, Sciences Biologiques et Chimie du Vivant;SSBCV;6;Sciences humaines et humanités;2023;2022-23;2022;2022;4;3;1;8;7;1;2;2;0;0;2;0;0;B9ggO
551;École doctorale Mathématiques, Informatique, Physique Théorique et Ingénierie des Systèmes;MIPTIS;1;Mathématiques et leurs interactions;2023;2022-23;2022;2022;8;1;7;27;6;21;7;2;5;3;2;2;0;Mpudz
551;École doctorale Mathématiques, Informatique, Physique Théorique et Ingénierie des Systèmes;MIPTIS;2;Physique;2023;2022-23;2022;2022;1;1;0;9;2;7;0;0;0;0;0;0;0;Mpudz
551;École doctorale Mathématiques, Informatique, Physique Théorique et Ingénierie des Systèmes;MIPTIS;5;Biologie, médecine et santé;2023;2022-23;2022;2022;0;0;0;0;0;0;1;0;1;1;0;0;0;Mpudz
551;École doctorale Mathématiques, Informatique, Physique Théorique et Ingénierie des Systèmes;MIPTIS;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;2;1;1;16;6;10;3;3;0;0;2;1;0;Mpudz
552;École doctorale Énergie - Matériaux - Sciences de la Terre et de l'Univers;EMTSU;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;25;7;18;115;30;85;16;7;9;9;6;1;0;NTZhw
553;École doctorale Carnot - Pasteur;;3;Sciences de la terre et de l'univers, espace;2023;2022-23;2022;2022;2;1;1;4;2;2;1;1;0;1;0;0;0;6h4Z7
554;École doctorale Environnements - Santé;E-S;3;Sciences de la terre et de l'univers, espace;2023;2022-23;2022;2022;6;2;4;27;9;18;5;2;3;1;3;1;0;ElyFU
555;École doctorale Sciences de l'Homme et de la Société;SHS;7;Sciences de la société;2023;2022-23;2022;2022;14;10;4;122;53;69;11;3;8;2;1;4;4;44G6m
556;École doctorale Homme, Sociétés, Risques, Territoire;HSRT;6;Sciences humaines et humanités;2023;2022-23;2022;2022;6;2;4;30;16;14;4;0;4;0;0;0;4;5QEaX
559;École doctorale Management Panthéon-Sorbonne;;1;Mathématiques et leurs interactions;2023;2022-23;2022;2022;1;1;0;10;5;5;7;5;2;0;0;2;5;4SP7k
559;École doctorale Management Panthéon-Sorbonne;;7;Sciences de la société;2023;2022-23;2022;2022;45;22;23;191;106;85;26;11;15;2;13;9;2;4SP7k
560;École doctorale Sciences de la terre et de l'environnement et Physique de l'univers, Paris;STEP'UP;2;Physique;2023;2022-23;2022;2022;13;6;7;32;10;22;9;2;7;7;2;0;0;Z2VI9
563;École doctorale Médicament - Toxicologie - Chimie - Imageries;MTCI;4;Chimie;2023;2022-23;2022;2022;3;0;3;36;16;20;7;4;3;2;5;0;0;j8uk1
567;École doctorale Sciences du Végétal : du gène à l'écosystème;;10;Sciences agronomiques et écologiques;2023;2022-23;2022;2022;10;7;3;57;34;23;11;3;8;3;6;2;0;tuDkA
570;École doctorale Santé Publique;EDSP;6;Sciences humaines et humanités;2023;2022-23;2022;2022;1;1;0;7;4;3;0;0;0;0;0;0;0;9lgE4
571;École doctorale Sciences Chimiques : Molécules, Matériaux, Instrumentation et Biosystemes;2MIB;2;Physique;2023;2022-23;2022;2022;11;3;8;23;10;13;8;3;5;4;4;0;0;zbi37
575;École doctorale Electrical, Optical, Bio : Physics and Engineering;EOBE;4;Chimie;2023;2022-23;2022;2022;0;0;0;2;1;1;1;0;1;1;0;0;0;dfhyn
579;École doctorale Sciences mécaniques et energétiques, matériaux et géosciences;SMEMaG;2;Physique;2023;2022-23;2022;2022;0;0;0;4;0;4;6;0;6;1;3;2;0;atMj7
579;École doctorale Sciences mécaniques et energétiques, matériaux et géosciences;SMEMaG;4;Chimie;2023;2022-23;2022;2022;0;0;0;2;1;1;0;0;0;0;0;0;0;atMj7
581;École doctorale Agriculture, alimentation, biologie, environnement, santé;ABIES;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;9;7;2;37;21;16;16;6;10;7;6;3;0;c1x56
583;École doctorale Risques et Société;;4;Chimie;2023;2022-23;2022;2022;0;0;0;3;1;2;2;1;1;0;2;0;0;wUBi9
583;École doctorale Risques et Société;;7;Sciences de la société;2023;2022-23;2022;2022;1;1;0;9;4;5;1;0;1;0;0;0;1;wUBi9
584;École doctorale Biodiversité, Agriculture, Alimentation, Environnement, Terre, Eau;GAIA;3;Sciences de la terre et de l'univers, espace;2023;2022-23;2022;2022;14;9;5;73;37;36;18;5;13;4;10;3;1;F1h5f
584;École doctorale Biodiversité, Agriculture, Alimentation, Environnement, Terre, Eau;GAIA;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;0;0;0;2;1;1;5;4;1;1;4;0;0;F1h5f
585;École doctorale Sciences, Technologie,  Sante;EDSTS;1;Mathématiques et leurs interactions;2023;2022-23;2022;2022;12;1;11;36;14;22;9;7;2;7;1;1;0;NM3Dl
585;École doctorale Sciences, Technologie,  Sante;EDSTS;3;Sciences de la terre et de l'univers, espace;2023;2022-23;2022;2022;1;1;0;3;3;0;1;0;1;0;1;0;0;NM3Dl
587;École doctorale Diversites, santé et développement en Amazonie;;1;Mathématiques et leurs interactions;2023;2022-23;2022;2022;1;1;0;1;1;0;0;0;0;0;0;0;0;V14tj
589;École doctorale Milieu insulaire tropical à risques : protection, valorisation , santé et développement;;1;Mathématiques et leurs interactions;2023;2022-23;2022;2022;0;0;0;0;0;0;1;0;1;1;0;0;0;2cqi3
590;École doctorale Mathematiques, Information, Ingenierie des Systemes;MIIS;1;Mathématiques et leurs interactions;2023;2022-23;2022;2022;16;4;12;55;11;44;10;3;7;6;3;1;0;L20t5
591;École doctorale Physique, Sciences de l'Ingenieur, Materiaux, Énergie;PSIME;2;Physique;2023;2022-23;2022;2022;28;6;22;114;33;81;31;10;21;13;16;2;0;Hn5Om
596;École doctorale Matière, Molécules et Matériaux;ED 3M;3;Sciences de la terre et de l'univers, espace;2023;2022-23;2022;2022;11;6;5;31;16;15;2;0;2;1;1;0;0;77947
598;École doctorale Sciences de La Mer et du Littoral;SML;7;Sciences de la société;2023;2022-23;2022;2022;6;3;3;19;10;9;2;2;0;1;0;0;1;Smen6
600;École doctorale Écologie, Géosciences, Agronomie et Alimentation;EGAAL;5;Biologie, médecine et santé;2023;2022-23;2022;2022;15;7;8;41;21;20;20;9;11;8;12;0;0;urS33
602;École doctorale Sciences pour l'Ingénieur;SPI;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;95;26;69;334;94;240;89;33;56;50;32;7;0;8yWbu
603;École doctorale Éducation, Langages, Interactions, Cognition, Clinique, Expertise - ED 603;ELICCE;6;Sciences humaines et humanités;2023;2022-23;2022;2022;28;13;15;147;85;62;34;18;16;2;12;11;9;1Mzw7
603;École doctorale Éducation, Langages, Interactions, Cognition, Clinique, Expertise - ED 603;ELICCE;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;0;0;0;0;0;0;1;0;1;1;0;0;0;1Mzw7
605;École doctorale Biologie Santé;ED BS;5;Biologie, médecine et santé;2023;2022-23;2022;2022;73;43;30;270;162;108;83;43;40;36;40;3;4;w8CxU
607;École doctorale Sciences et Ingénierie des Ressources Naturelles;SIReNA;3;Sciences de la terre et de l'univers, espace;2023;2022-23;2022;2022;12;4;8;76;27;49;14;5;9;7;5;2;0;vi9w2
608;École doctorale Sciences et Ingénierie des Molécules, des Produits, des Procédés et de l'Énergie;SIMPPÉ;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;47;14;33;198;67;131;52;22;30;23;26;3;0;TyNjM
610;École doctorale Sciences et Ingénierie des Systèmes, Mathématiques, Informatique;SISMI;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;0;0;0;0;0;0;19;1;18;4;11;3;1;dBCUB
611;École doctorale Sciences du Langage, Psychologie, Cognition, Education;SLPCE;6;Sciences humaines et humanités;2023;2022-23;2022;2022;0;0;0;0;0;0;10;4;6;2;4;3;1;z8agK
615;École doctorale Sciences Biologiques et Santé;SBS;5;Biologie, médecine et santé;2023;2022-23;2022;2022;0;0;0;0;0;0;16;10;6;4;8;4;0;TNa15
617;École doctorale Sciences de la Société : Territoires, Economie et Droit;SSTED;7;Sciences de la société;2023;2022-23;2022;2022;37;15;22;183;84;99;15;8;7;1;1;7;6;Kl9ZX
617;École doctorale Sciences de la Société : Territoires, Economie et Droit;SSTED;10;Sciences agronomiques et écologiques;2023;2022-23;2022;2022;0;0;0;0;0;0;1;0;1;0;1;0;0;Kl9ZX
618;École doctorale EUCLIDE;;6;Sciences humaines et humanités;2023;2022-23;2022;2022;5;4;1;16;11;5;9;3;6;1;3;3;2;qveTN
618;École doctorale EUCLIDE;;10;Sciences agronomiques et écologiques;2023;2022-23;2022;2022;14;10;4;45;32;13;10;4;6;6;4;0;0;qveTN
619;École doctorale Sciences Fondamentales et Santé;SFS;2;Physique;2023;2022-23;2022;2022;2;1;1;5;2;3;2;2;0;1;1;0;0;JiZVW
619;École doctorale Sciences Fondamentales et Santé;SFS;5;Biologie, médecine et santé;2023;2022-23;2022;2022;17;13;4;82;51;31;13;5;8;3;6;2;2;JiZVW
619;École doctorale Sciences Fondamentales et Santé;SFS;7;Sciences de la société;2023;2022-23;2022;2022;0;0;0;1;0;1;0;0;0;0;0;0;0;JiZVW
620;École doctorale Sciences du Numérique et de l'Ingénieur;SNI;2;Physique;2023;2022-23;2022;2022;4;0;4;11;0;11;3;3;0;3;0;0;0;Dr40w
622;École doctorale Sciences du langage;SDL;6;Sciences humaines et humanités;2023;2022-23;2022;2022;37;29;8;244;179;65;43;31;12;2;11;17;13;9DsG2
626;École doctorale de l’Institut Polytechnique de Paris;;3;Sciences de la terre et de l'univers, espace;2023;2022-23;2022;2022;2;1;1;13;7;6;3;0;3;2;0;1;0;DL5fO
626;École doctorale de l’Institut Polytechnique de Paris;;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;92;20;72;334;95;239;80;17;63;44;30;5;1;DL5fO
629;École doctorale Sciences sociales et Humanités;SSH;7;Sciences de la société;2023;2022-23;2022;2022;5;2;3;57;26;31;8;6;2;0;1;1;6;nnSns
632;École doctorale Science de l’ingénierie et des systèmes;ENGSYS;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;50;16;34;171;48;123;38;13;25;19;17;2;0;1jT2e
633;École doctorale Cultures, Sociétés, Territoires;CST;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;2;2;0;7;5;2;3;0;3;1;0;2;0;54818
634;École doctorale Sciences, Ingénierie, Environnement;SIE;3;Sciences de la terre et de l'univers, espace;2023;2022-23;2022;2022;5;2;3;17;8;9;3;2;1;1;1;0;1;TOc8f
634;École doctorale Sciences, Ingénierie, Environnement;SIE;4;Chimie;2023;2022-23;2022;2022;2;0;2;9;5;4;2;0;2;0;2;0;0;TOc8f
635;École doctorale Polytechnique Hauts-de-France;PHF;7;Sciences de la société;2023;2022-23;2022;2022;9;6;3;22;12;10;1;1;0;0;0;1;0;p2m23
636;;;7;Sciences de la société;2023;2022-23;2022;2022;9;5;4;52;32;20;1;0;1;0;0;1;0;
636;;;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;0;0;0;3;1;2;0;0;0;0;0;0;0;
637;École doctorale Sciences de la vie et de la santé;SVS;5;Biologie, médecine et santé;2023;2022-23;2022;2022;67;34;33;262;130;132;86;54;32;29;44;11;2;3byga
638;École doctorale Science de la Matière, des Molécules et Matériaux;S3M;2;Physique;2023;2022-23;2022;2022;25;9;16;78;24;54;23;5;18;17;6;0;0;7artx
642;École doctorale Végétal, Animal, Aliment, Mer, Environnement;VAAME;5;Biologie, médecine et santé;2023;2022-23;2022;2022;18;11;7;50;27;23;6;4;2;4;2;0;0;jcs9y
648;;;7;Sciences de la société;2023;2022-23;2022;2022;1;0;1;6;1;5;2;2;0;1;0;1;0;
650;;;6;Sciences humaines et humanités;2023;2022-23;2022;2022;15;6;9;126;68;58;0;0;0;0;0;0;0;
